Lot.Area,Year.Built,X1st.Flr.SF,X2nd.Flr.SF,Gr.Liv.Area,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,TotRms.AbvGrd,Fireplaces,Garage.Area,Pool.Area
9600,1973,1242,0,1242,1,1,3,1,6,1,528,0
10800,1963,1052,0,1052,1,0,3,1,6,0,311,0
8050,1967,1107,0,1107,1,0,3,1,5,0,308,0
10355,1967,1214,0,1214,2,0,3,1,5,1,318,0
10289,1965,1073,0,1073,1,1,3,1,6,0,515,0
9503,1958,1344,0,1344,1,0,2,1,6,1,484,0
10624,1964,1728,0,1728,2,0,6,2,10,0,352,0
10899,1964,1224,0,1224,2,0,2,2,8,0,530,0
12342,1960,1422,0,1422,1,0,3,1,6,1,286,0
12772,1960,958,0,958,1,0,2,1,5,0,301,0
8892,1960,1065,0,1065,1,1,3,1,6,0,461,0
10482,1958,1138,0,1138,1,0,3,1,6,0,264,0
7535,1958,912,0,912,1,0,2,1,5,0,297,0
7450,1956,1074,0,1074,1,0,2,1,6,1,396,0
8339,1959,882,0,882,1,0,3,1,5,0,294,0
14357,1961,1187,0,1187,1,0,2,1,6,1,440,0
8243,1961,964,0,964,1,0,3,1,5,1,784,0
8680,1960,894,0,894,1,0,3,1,5,0,312,0
8800,1966,1200,0,1200,2,0,3,1,6,1,440,0
9200,1965,1042,0,1042,2,0,3,1,5,0,440,0
9350,1964,1302,0,1302,2,0,3,1,7,0,309,0
8800,1964,845,1309,2154,2,1,5,1,8,1,539,0
11382,1964,1374,0,1374,1,0,3,1,7,1,286,0
22002,1959,1652,0,1652,1,1,3,1,6,1,510,0
14585,1960,1429,0,1429,1,0,3,1,7,2,572,0
7388,1959,1327,0,1327,1,0,3,1,7,0,624,0
9842,1962,1224,0,1224,2,0,2,2,6,0,462,0
8280,1950,932,0,932,1,0,2,1,4,1,306,0
12172,1940,908,0,908,1,0,2,1,4,0,512,0
5000,1946,334,0,334,1,0,1,1,2,0,0,0
5000,1946,666,0,666,1,0,2,1,4,0,0,0
3500,1945,442,228,670,1,0,2,1,4,0,0,0
5175,1958,808,0,808,1,0,2,1,5,0,308,0
9500,1964,1127,850,1977,1,1,4,1,9,1,540,0
9600,1955,1150,0,1150,1,0,2,1,6,0,288,0
11345,1948,928,992,1920,2,0,4,2,10,0,400,0
9492,1941,968,408,1376,1,0,3,1,6,1,240,0
9480,1942,888,756,1644,1,1,3,1,7,2,312,0
8668,1968,1560,0,1560,2,0,4,2,8,0,792,0
10050,1966,1280,0,1280,2,0,3,1,6,1,432,0
9600,1961,1254,0,1254,1,0,3,1,6,1,525,0
10150,1958,912,0,912,1,0,2,1,5,0,275,0
11344,1958,874,650,1524,1,1,3,1,7,0,315,0
18450,1965,1465,915,2380,2,1,3,1,7,1,596,0
8760,1957,936,0,936,1,0,2,1,4,0,315,0
6860,1956,1008,0,1008,1,0,3,1,6,0,308,0
8250,1963,1053,0,1053,1,0,3,1,6,0,692,0
8176,1958,1056,0,1056,1,0,3,1,6,0,308,0
9750,1958,1442,0,1442,1,1,4,1,7,0,301,0
9250,1954,1056,0,1056,1,0,3,1,6,0,260,0
11988,1957,1244,0,1244,1,1,3,1,6,2,336,0
9100,1960,1144,0,1144,1,0,3,1,6,1,336,0
9736,1957,1721,0,1721,1,0,4,1,8,3,464,0
9770,1957,922,0,922,1,0,2,1,5,0,308,0
10152,1956,1048,0,1048,1,0,3,1,6,0,286,0
12155,1970,1657,0,1657,2,0,3,1,7,1,484,0
12198,1955,1411,0,1411,1,0,3,1,7,1,310,0
10050,1955,1216,0,1216,1,0,3,1,5,0,336,0
11556,1953,1154,0,1154,1,1,3,1,6,0,336,0
8078,1958,1560,0,1560,2,0,4,2,8,0,484,0
10950,1952,948,0,948,1,0,2,1,5,0,410,0
7942,1953,1040,0,1040,1,0,3,1,6,0,293,0
8923,1953,1008,0,1008,1,0,2,1,6,0,240,0
8540,1956,925,0,925,1,0,3,1,5,0,252,0
7134,1955,1360,0,1360,1,0,3,1,6,1,572,0
7150,1955,1040,500,1540,1,0,4,1,7,0,352,0
8400,1955,925,0,925,1,0,3,1,5,2,390,0
13300,1956,928,0,928,1,0,2,1,4,0,252,0
9532,1953,1647,0,1647,1,0,3,1,6,1,280,368
15783,1952,924,0,924,1,0,2,1,6,0,420,0
14190,1890,1000,544,1544,2,0,3,1,7,0,0,0
9600,1949,893,0,893,1,0,2,1,4,0,576,0
12099,1953,1216,0,1728,1,0,3,1,7,1,371,0
21281,1935,1308,1778,3086,3,1,4,1,9,0,1200,0
10134,1940,735,299,1034,1,0,2,1,5,0,240,0
5500,1956,882,0,882,1,0,1,1,4,0,0,0
10284,1925,845,436,1281,2,0,1,1,6,0,580,0
10800,1927,968,0,968,2,0,4,1,5,0,216,0
10800,1895,751,783,1534,1,1,3,1,6,0,0,0
5400,1920,691,0,691,1,0,2,1,4,0,216,0
10090,1963,1035,616,1651,2,0,4,1,6,2,276,0
8700,1961,888,0,888,1,0,3,1,5,0,240,0
8300,1968,952,0,952,1,0,3,1,5,0,288,0
11606,1969,1040,1040,2080,1,2,5,1,9,2,504,0
8064,1949,672,252,924,1,0,3,1,6,1,576,0
11664,1948,1082,0,1082,1,0,2,1,5,1,240,0
10496,1949,1168,678,1846,2,0,3,1,7,1,315,0
7200,1950,988,0,988,1,0,3,1,6,0,276,0
7200,1950,1238,0,1238,1,1,3,1,6,1,357,0
7200,1950,864,0,864,1,0,3,1,5,0,720,0
7000,1960,1134,0,1134,1,0,2,1,6,0,254,0
7500,1959,1040,0,1040,1,0,3,1,6,0,286,0
7315,1958,1170,0,1170,1,0,3,1,6,1,338,0
7903,1960,1242,0,1242,1,1,3,1,6,0,324,0
8000,1960,1377,0,1377,1,0,3,1,6,2,351,0
8000,1961,1800,0,1800,2,0,6,2,10,0,0,0
7000,1961,925,0,925,1,0,3,1,7,0,300,0
9760,1964,1020,831,1851,2,1,3,1,7,1,440,0
7590,1962,876,936,1812,2,0,4,1,8,1,264,0
6600,1962,864,0,864,1,0,2,1,5,0,294,0
6760,1962,936,0,936,1,0,3,1,6,1,288,0
6978,1926,960,0,960,1,0,2,1,5,0,576,0
9600,1910,768,664,1432,2,0,2,1,7,0,360,0
6000,1927,866,430,1296,1,0,3,1,6,0,576,0
4480,1922,1022,0,1022,1,0,2,1,4,1,184,0
7200,1980,936,0,936,1,0,2,1,4,0,672,0
3153,1920,967,0,967,1,0,2,1,5,1,180,0
10800,1885,1047,0,1047,1,0,2,1,6,0,273,0
7200,1940,1072,0,1072,1,0,2,1,5,2,379,0
9000,1900,680,494,1174,1,0,2,1,6,1,576,0
6000,1948,679,504,1183,1,1,2,1,6,0,308,0
5925,1937,1131,0,1131,1,0,2,1,7,0,672,0
5925,1900,761,380,1141,1,0,3,1,6,0,252,0
6000,1920,960,0,960,1,0,2,1,5,0,308,0
9639,1900,1156,642,1798,2,1,4,1,7,0,342,0
3880,1945,866,0,866,1,0,2,1,4,0,0,0
8520,1923,968,0,968,1,0,2,1,5,0,480,0
10337,1910,909,863,1772,2,1,3,1,7,0,816,0
9863,1927,914,728,1642,1,1,4,1,9,1,374,0
9600,1925,842,630,1472,1,0,3,1,6,0,250,0
4571,1910,616,616,1232,1,0,3,1,6,0,480,0
13600,1900,1422,915,2337,2,0,5,2,10,0,560,0
8398,1910,991,659,1650,2,0,3,1,6,0,468,0
9900,1880,1178,1032,2210,2,0,5,1,8,0,205,0
3600,1930,687,671,1358,1,1,3,1,6,1,336,0
13500,1879,1312,1142,2454,2,0,3,1,8,1,576,0
7200,1910,1260,1031,2291,2,0,4,2,9,1,506,0
5400,1926,1149,467,1616,2,0,3,1,5,0,216,0
8100,1948,1559,0,1559,1,0,2,1,5,0,812,0
10800,1890,1576,978,2554,1,1,3,1,8,0,704,0
9439,1930,912,336,1248,1,0,2,1,6,0,160,0
8626,1956,968,0,968,1,0,2,1,5,0,331,0
11800,1949,1382,0,1382,2,0,1,1,6,1,384,0
6854,1925,916,144,1060,1,0,1,1,6,1,308,0
8674,1950,910,525,1435,1,0,3,1,6,0,308,0
8731,1920,1167,0,1167,1,0,3,1,6,1,495,0
8737,1923,915,720,1635,1,1,3,1,6,1,440,0
6125,1939,728,546,1274,2,0,3,1,6,0,224,0
6000,1939,608,624,1232,1,1,3,1,6,2,217,0
6000,1941,869,349,1218,1,0,3,1,6,1,440,0
6120,1939,884,0,884,1,0,2,1,5,0,240,0
6240,1938,861,548,1409,1,1,3,1,6,1,528,0
6240,1939,899,423,1322,1,0,4,1,7,0,280,0
6240,1930,1014,412,1426,1,0,3,1,6,1,230,0
6120,1926,903,378,1281,1,0,2,1,6,0,379,0
6120,1920,939,574,1513,1,1,4,1,8,0,180,0
6120,1929,854,0,854,1,0,2,1,5,0,576,0
6240,1931,959,408,1367,1,0,3,1,6,1,560,0
6180,1926,986,0,986,1,0,2,1,5,1,180,0
7755,1918,1100,1164,2264,2,1,4,1,8,0,408,0
13515,1919,1060,764,1824,1,0,3,1,8,1,520,0
8850,1920,752,624,1376,1,0,3,1,7,0,576,0
8550,1926,960,356,1316,1,0,4,1,7,0,576,0
8730,1915,698,698,1396,1,0,3,1,7,0,384,0
5700,1929,672,672,1344,1,1,3,1,6,1,456,0
8520,1916,1664,862,2526,2,0,5,1,10,1,216,0
5680,1901,933,240,1173,2,0,3,1,7,0,240,0
5680,1901,969,245,1214,1,0,2,1,6,0,216,0
7758,1931,1226,592,1818,1,1,4,1,7,2,240,0
7449,1930,1108,0,1108,1,0,3,1,6,1,280,0
13200,1963,1497,797,2294,3,0,5,1,9,1,658,0
6882,1914,773,582,1355,1,1,3,1,7,0,0,0
9000,1937,780,595,1375,1,1,3,1,6,1,544,0
9780,1950,976,976,1952,1,1,4,1,8,2,299,0
10320,1915,1138,1042,2180,1,1,3,1,7,1,720,0
4330,1958,838,477,1315,2,0,3,1,5,0,436,0
7200,1920,581,530,1111,1,0,3,1,6,0,288,0
4800,1916,1196,0,1196,1,0,2,1,5,0,440,0
12358,1941,854,0,1382,1,1,2,1,7,0,660,0
10120,1910,964,925,1889,1,1,4,2,9,1,308,0
4388,1930,840,0,840,1,0,3,1,5,1,0,0
10320,1910,866,504,1484,2,0,3,1,6,0,264,0
12888,1937,1262,1005,2267,1,1,3,1,7,2,498,0
18030,1946,1636,971,3086,3,0,3,1,12,1,0,0
8160,1940,756,378,1134,1,1,3,1,7,0,240,0
4484,1942,778,504,1282,1,0,2,1,4,0,240,0
11235,1963,999,0,999,1,0,3,1,6,0,308,0
11235,1964,1452,0,1452,1,0,2,1,6,1,572,0
14299,1964,1005,0,1005,1,0,3,1,5,0,440,0
7943,1961,1029,0,1029,1,0,3,1,5,0,261,0
14149,1964,1020,0,1020,2,0,3,1,5,1,528,0
11677,1966,1040,0,1040,1,0,3,1,6,0,264,0
8400,1966,913,0,913,1,0,3,1,6,0,240,0
7094,1966,894,0,894,1,0,3,1,5,0,384,0
8978,1968,948,0,948,1,0,3,1,6,0,300,0
8425,1971,868,0,868,1,0,2,1,6,0,576,0
8665,1968,897,0,897,1,0,3,1,5,0,264,0
8398,1967,943,0,943,1,0,2,1,5,0,528,0
7742,1966,955,0,955,1,0,3,1,6,0,386,0
8724,1968,894,0,894,1,0,3,1,5,1,450,0
8197,1977,1285,0,1285,1,1,3,1,7,1,528,0
8169,1966,912,0,912,1,0,3,1,6,0,315,0
14175,1956,1375,0,1375,1,0,3,1,6,1,323,0
16779,1920,1567,1087,2654,3,0,4,1,11,1,638,0
25339,1918,1416,0,1416,2,0,3,1,7,0,576,0
6960,1940,798,504,1302,1,1,2,1,6,2,224,0
11375,1954,1299,0,1299,1,0,3,1,6,1,494,0
13770,1958,1176,0,1176,1,0,3,1,6,2,303,0
9000,1945,998,0,998,1,0,3,1,5,0,460,0
115149,1971,1824,0,1824,2,0,2,1,5,2,739,0
11075,1984,1522,0,1522,2,0,3,1,7,1,552,0
10029,1988,1164,896,2060,2,1,4,1,8,1,521,0
17541,1948,1325,0,1325,2,0,3,1,6,1,576,0
22692,1953,1630,0,1630,2,0,3,1,6,1,649,0
17808,1946,1242,0,1242,1,0,2,1,4,0,336,0
12671,1954,2422,0,2422,3,0,4,1,6,2,527,0
12615,1950,2158,0,2158,2,0,4,1,7,1,576,0
10512,1954,988,638,1626,1,1,3,1,6,0,332,0
5400,1958,864,0,864,1,0,3,1,6,0,399,0
11515,1958,943,0,943,1,0,3,1,5,0,308,0
7711,1977,1440,0,1440,2,0,4,2,8,0,0,0
9098,1920,605,0,605,1,0,2,1,5,0,0,0
3869,1984,1038,0,1038,2,0,2,1,5,0,264,0
9280,1951,1342,0,1342,1,0,4,1,7,0,256,0
11100,1951,1080,400,1480,1,0,4,1,7,1,253,0
7550,1920,986,376,1362,2,0,4,1,7,0,280,0
9060,1957,1340,0,1340,1,0,3,1,7,1,252,0
23920,1984,1105,717,1822,2,0,4,1,7,1,515,444
10357,1990,1442,0,1442,2,0,3,1,6,1,719,0
13474,1990,1122,1121,2243,2,1,4,1,8,1,746,0
10380,1986,1553,1177,2730,2,1,4,1,8,1,576,0
13125,1991,912,1215,2127,2,1,4,1,8,1,833,0
11287,1989,1175,807,1982,2,1,3,1,7,1,575,0
9317,1994,1029,929,1958,2,1,3,1,7,1,499,0
9965,2007,1282,1414,2696,2,1,4,1,10,1,792,0
9965,2006,1466,1362,2828,3,0,4,1,11,1,1052,0
9178,2007,1651,0,1651,2,0,3,1,7,1,870,0
10481,2006,2140,0,2140,2,1,3,1,8,0,894,0
10652,2006,1494,0,1494,2,0,3,1,7,1,840,0
11175,2007,1316,0,1316,2,0,3,1,6,1,440,0
10235,2007,1651,0,1651,2,0,3,1,7,1,870,0
9588,2007,1482,1092,2574,2,1,3,1,10,1,868,0
8814,2005,1274,0,1274,2,0,3,1,6,0,508,0
11103,2006,728,728,1456,2,1,3,1,8,1,440,0
8556,2006,1240,0,1240,2,0,2,1,5,0,826,0
6762,2007,1208,0,1208,2,0,2,1,6,0,628,0
11750,2005,1546,0,1546,2,0,3,1,7,0,796,0
8760,2006,1500,0,1500,2,0,3,1,7,1,674,0
7242,2005,1270,0,1270,2,0,2,1,6,0,524,0
9316,2005,879,916,1795,2,1,3,1,7,0,578,0
9317,2006,1314,0,1314,2,0,3,1,6,1,440,0
14364,1988,1180,882,2062,2,1,3,1,7,1,454,0
8883,1988,946,927,1873,2,1,3,1,7,1,619,0
159000,1958,1444,700,2144,2,0,4,1,7,2,389,0
53107,1992,1079,874,1953,2,1,3,1,9,2,501,0
12205,1966,976,1111,2087,2,1,5,1,9,0,444,0
20064,1976,1743,0,1743,0,1,0,1,5,2,529,0
14217,1994,1022,0,1022,1,0,3,1,6,0,747,0
8775,1994,990,0,990,1,0,3,1,5,0,299,0
11249,1995,1200,0,1200,2,0,3,1,6,0,521,0
10021,1997,646,662,1308,2,1,3,1,6,0,497,0
9531,1998,882,914,1796,2,1,3,1,7,0,546,0
8428,1994,990,0,990,1,0,3,1,5,0,384,0
16561,1996,1097,0,1097,1,1,3,1,6,0,242,0
8070,1994,990,0,990,1,0,3,1,5,0,0,0
9337,1997,905,881,1786,2,1,3,1,7,0,684,0
10820,1999,988,885,1873,2,1,3,1,7,1,597,0
12352,1998,853,900,1753,2,1,3,1,7,1,534,0
9543,2001,845,845,1690,2,1,3,1,7,0,517,0
8826,2000,985,857,1842,2,1,3,1,7,1,486,0
10665,2003,1479,0,1479,2,0,3,1,7,0,558,0
11317,2003,840,828,1668,2,1,3,1,8,0,500,0
11800,1974,894,0,894,1,0,3,1,5,0,440,0
8660,1976,1025,0,1025,2,0,3,1,6,1,370,0
9720,1977,1009,0,1009,2,0,3,1,6,1,576,0
8982,1977,1040,0,1040,1,1,3,1,5,0,748,0
16300,1977,907,0,907,1,0,3,1,5,0,308,0
9675,1975,879,0,879,1,0,3,1,5,0,440,0
7700,1972,882,0,882,1,0,3,1,5,0,461,0
10356,1975,969,0,969,1,1,3,1,5,0,440,0
7200,1972,864,0,864,1,0,3,1,5,0,576,0
7200,1972,875,0,875,1,0,3,1,5,0,728,0
10386,2004,2000,0,2000,2,0,3,1,8,0,888,0
9375,2002,1284,885,2169,2,1,3,1,7,1,647,0
11354,2000,1673,0,1673,2,0,3,1,7,1,583,0
8749,2002,1459,0,1459,2,0,3,1,6,1,527,0
8749,2003,992,940,1932,2,1,3,1,7,1,610,0
8158,2002,860,869,1729,2,1,3,1,7,0,542,0
16226,1998,1210,1242,2452,2,1,4,1,9,1,683,0
11927,1994,1592,0,1592,2,0,3,1,7,1,484,0
12728,2001,1531,908,2439,2,1,4,1,7,1,560,0
15295,1996,1212,780,1992,2,1,3,1,7,2,608,0
11248,2002,1668,0,1668,2,0,3,1,7,1,702,0
10000,1995,1220,870,2090,2,1,3,1,8,1,556,0
4435,2003,848,0,848,1,0,1,1,3,0,420,0
17227,1999,1341,0,1341,1,1,1,1,5,1,482,0
8200,2003,847,1081,1928,2,1,4,1,8,1,434,0
8450,2003,1337,0,1337,2,0,3,1,6,0,531,0
8145,2007,738,738,1476,2,1,3,1,7,0,552,0
9245,2006,939,858,1797,2,1,3,1,8,0,639,0
8500,2004,1422,0,1422,2,0,3,1,7,0,626,0
8769,2005,1190,0,1190,2,0,2,1,5,0,578,0
8334,2006,1330,0,1330,2,0,3,1,6,1,437,0
8333,2006,738,753,1491,2,1,3,1,7,1,484,0
9045,2005,768,768,1536,2,1,3,1,6,0,400,0
9170,1965,1214,0,1214,1,0,2,1,6,0,461,0
9825,1967,936,0,936,1,0,2,1,4,1,384,0
8308,1963,1088,0,1088,1,0,2,1,4,0,520,0
10921,1965,960,0,960,1,0,3,1,6,0,432,0
16287,1925,901,450,1351,1,0,3,1,7,1,576,0
8240,1960,1179,0,1179,1,0,2,1,5,0,622,0
11841,1990,816,0,816,1,0,3,1,5,0,0,0
6285,1976,1044,0,1044,1,0,3,1,7,1,528,0
7917,1976,1113,0,1113,1,1,3,1,6,1,504,0
9555,1979,1100,1133,2233,2,1,5,2,11,0,579,0
8536,2006,1125,0,1125,1,1,2,1,5,0,430,0
7024,2005,1090,0,1090,1,1,2,1,5,0,450,0
7023,2005,734,674,1408,2,1,3,1,6,0,489,0
39290,2008,5095,0,5095,2,1,2,1,15,2,1154,0
40094,2007,3138,1538,4676,3,1,3,1,11,1,884,0
3675,2005,1072,0,1072,1,0,2,1,5,0,525,0
6400,1959,960,0,960,1,0,2,1,4,0,392,0
6882,1955,1152,0,1152,2,0,2,2,6,0,0,0
10215,1954,948,0,948,1,0,3,1,5,0,248,0
8741,1946,1195,0,1195,2,0,4,2,8,0,0,0
4270,1931,774,0,774,1,0,3,1,6,0,0,0
10042,1920,740,125,865,1,0,2,1,4,1,216,0
9450,1954,894,0,894,1,0,3,1,5,0,400,0
11767,1910,796,550,1346,1,1,2,1,6,0,384,0
8172,1955,768,0,768,1,0,2,1,4,1,355,0
8172,1955,864,0,864,1,0,3,1,5,0,528,0
8190,1954,948,0,948,1,0,3,1,5,1,280,0
10896,1914,1440,1440,3395,2,0,8,2,14,0,0,0
10890,1923,1296,1296,2592,2,0,6,2,12,0,0,0
10592,1923,900,602,1502,1,1,3,1,7,2,180,0
10594,1926,789,0,789,1,0,2,1,5,0,200,0
7223,1926,1422,0,1422,1,0,3,1,6,0,352,0
6821,1921,759,539,1298,2,0,2,1,8,1,240,0
7200,1937,981,787,1768,1,1,3,1,7,2,240,0
4000,1930,567,531,1098,1,0,2,1,5,1,216,0
6720,1921,851,585,1436,1,0,3,1,7,1,228,0
7642,1918,912,514,1426,1,1,3,1,7,1,216,0
7155,1926,686,775,1461,1,0,3,1,6,1,225,0
7128,1941,918,728,1646,2,0,4,1,7,2,240,0
4280,1913,694,0,694,1,0,2,1,4,1,352,0
5362,1910,661,589,1250,2,0,3,1,8,1,552,0
6305,1938,954,0,954,1,0,2,1,5,1,240,0
7136,1946,979,979,1958,2,0,4,2,8,0,492,0
6270,1949,1001,1001,2002,2,0,4,2,8,0,871,0
7230,1927,867,851,1718,2,1,4,1,8,1,264,0
13108,1951,1226,0,1226,1,1,2,1,7,1,400,0
22420,1918,1370,1254,2624,2,1,4,1,10,1,864,0
12168,1934,1940,1254,3194,2,1,4,1,10,2,380,0
7810,1930,1230,525,1755,2,0,4,1,7,1,231,0
11275,1932,1096,895,1991,1,1,3,1,7,1,432,0
6221,1941,760,595,1355,2,0,3,1,5,0,528,0
10570,1932,1549,1178,2727,2,1,3,1,10,2,440,0
7259,1945,1436,884,2320,2,1,3,1,9,1,180,0
14442,1957,1839,0,1839,2,0,3,1,7,2,416,0
13125,1940,960,780,1740,1,1,3,1,6,2,240,0
21000,1953,2259,0,2259,2,0,3,1,7,2,450,0
25485,1960,1560,0,1560,1,1,3,1,6,3,580,0
21579,1968,1488,0,1488,2,0,3,1,7,2,552,0
1782,1980,529,516,1045,1,0,2,1,5,1,462,0
17871,1995,1680,0,1680,2,0,4,1,7,0,628,0
3907,1988,1020,0,1020,1,0,1,1,4,0,509,0
20693,1971,1696,0,1696,2,0,3,1,7,2,625,0
32668,1957,2515,0,2515,3,0,4,2,9,2,484,0
18044,1986,2726,0,2726,2,1,2,1,6,1,691,228
8500,1919,997,520,1517,2,0,3,1,7,0,0,0
7000,1940,720,495,1215,1,0,3,1,6,0,720,0
5000,1941,803,0,803,1,0,2,1,5,0,360,0
7288,1925,936,665,1601,2,0,3,1,6,0,0,0
6060,1939,772,351,1123,1,0,3,1,4,0,264,0
3672,1922,816,0,816,1,0,2,1,5,0,100,0
8263,1920,1012,0,1012,1,0,2,1,6,1,308,0
8967,1920,1077,0,1077,1,0,2,1,6,0,338,0
13710,1950,910,648,1558,1,1,4,1,6,0,282,0
11067,1939,640,0,845,1,0,1,1,4,0,256,0
8250,1895,1034,957,1991,2,0,4,2,9,0,0,0
6565,1957,1073,0,1073,1,0,3,1,6,0,720,0
6060,1930,1001,0,1001,1,0,2,1,5,0,216,0
5568,2006,1625,0,1625,2,0,2,1,5,1,495,0
4750,2006,1625,0,1625,2,0,2,1,5,1,538,0
12150,1979,1299,0,1299,2,0,2,1,5,1,486,0
7540,1978,912,0,912,1,0,2,1,5,1,470,0
9187,1983,1080,0,1080,1,1,3,1,5,0,484,0
10000,2002,1392,0,1392,2,0,3,1,6,1,650,0
12864,2002,1409,0,1409,1,1,1,1,4,1,576,0
9928,1991,1478,0,1478,2,0,3,1,6,1,506,0
8750,1975,918,0,918,1,0,3,0,4,0,360,0
8410,1974,1026,0,1026,1,0,2,1,5,1,528,0
4054,1987,1501,0,1501,2,0,2,1,5,2,512,0
9763,1998,1502,0,1502,1,1,1,1,5,1,286,0
16905,1959,1328,0,1328,1,1,2,1,5,2,308,0
19958,1958,2279,0,2279,2,1,4,1,7,1,461,0
8368,2006,1689,0,1689,2,0,3,1,7,0,433,0
8298,2006,1564,0,1564,2,0,2,1,6,1,502,0
9037,2006,1484,0,1484,2,0,2,1,6,1,472,0
10991,2007,1571,0,1571,2,0,3,1,7,1,722,0
10656,2006,1646,0,1646,2,0,3,1,6,1,870,0
10331,1985,1240,0,1240,2,0,3,1,6,0,528,0
13758,1990,1187,530,1717,2,1,3,1,7,1,400,0
9303,1996,888,868,1756,2,1,3,1,7,0,422,0
6718,2001,1312,0,1312,2,0,2,1,5,0,471,0
9590,2003,1146,0,1146,2,0,3,1,6,1,438,0
11305,2002,1922,0,1922,2,0,2,1,6,1,692,0
7777,1996,1491,0,1491,2,0,3,1,7,1,571,0
14536,2002,1629,0,1629,2,0,3,1,9,1,808,0
11800,2003,1146,1340,2486,3,1,5,1,10,1,452,0
35133,1963,1572,0,1572,1,1,3,1,5,2,995,0
15306,2006,1776,0,1776,2,0,3,1,7,1,712,0
12633,2006,1824,0,1824,2,0,3,1,8,1,932,0
12665,2005,1133,1349,2482,2,1,4,1,9,1,642,0
8402,2007,1120,0,1120,1,0,3,1,6,0,0,0
43500,1953,2034,0,2034,1,0,2,1,9,0,1041,561
6710,1996,936,0,936,0,1,0,1,3,0,460,0
25286,1963,1040,0,1040,1,0,3,1,5,0,648,0
25000,1967,1632,0,1632,2,0,4,2,8,0,576,0
32463,1961,1622,0,1622,1,0,3,1,7,1,1356,0
4224,1976,1060,0,1060,1,0,3,1,6,1,572,0
4224,1976,1142,0,1142,1,1,3,1,6,1,528,0
1504,1972,546,546,1092,1,1,3,1,5,0,253,0
1533,1970,530,462,992,1,0,2,1,4,0,297,0
1495,1970,546,546,1092,1,1,3,1,5,0,0,0
2001,1970,546,546,1092,1,1,3,1,6,0,286,0
1936,1970,630,0,630,1,0,1,1,3,0,0,0
1890,1976,546,546,1092,1,1,3,1,6,0,286,0
11333,1976,1062,0,1062,1,0,3,1,5,2,539,0
9129,1977,1008,0,1008,1,0,1,1,4,1,678,0
15957,1977,1356,0,1356,2,0,3,1,6,1,528,0
33983,1977,1676,0,1676,1,1,3,1,6,2,672,0
8286,1977,716,716,1432,1,1,3,1,6,1,531,0
6723,1971,796,0,796,1,0,2,1,5,0,0,0
7244,1970,768,0,768,1,0,2,1,5,0,624,0
27697,1961,1608,0,1608,1,0,3,1,6,0,444,0
7599,1982,845,0,845,1,0,2,1,4,0,360,0
11000,1976,1178,0,1178,1,1,3,1,6,0,502,0
8314,1982,816,0,816,1,0,2,1,5,0,264,0
11625,1983,816,0,816,1,0,2,1,4,0,264,0
10712,1991,974,0,974,1,0,3,1,5,0,0,0
10447,1984,887,0,887,1,0,3,1,5,0,288,0
11027,1954,1293,0,1293,2,0,2,1,5,0,452,0
10533,1956,1024,0,1024,1,0,2,1,5,2,313,0
11765,1957,1797,0,1797,1,1,3,1,7,1,963,0
39384,1957,1390,0,1390,1,1,1,1,4,2,550,0
11727,1969,1851,0,1851,2,0,3,1,8,1,506,0
8238,1997,813,712,1525,2,1,3,1,6,1,400,0
13006,1997,993,1243,2236,2,1,4,1,8,1,642,0
13041,1995,781,890,1671,2,1,3,1,7,1,423,0
13031,1995,691,807,1498,2,1,3,1,6,1,409,0
9783,1996,821,955,1776,2,1,3,1,7,1,443,0
11207,1997,802,709,1511,2,1,3,1,8,1,413,0
19378,2005,1392,1070,2462,2,1,4,1,9,1,576,0
14859,2006,1670,0,1670,2,0,3,1,7,1,690,0
13128,2005,1074,990,2064,2,1,4,1,7,1,527,0
10463,2005,901,900,1801,2,1,3,1,8,1,800,0
13751,2005,1700,512,2212,2,1,3,1,9,1,773,0
23257,2006,887,1134,2021,2,1,3,1,9,1,422,0
13108,1994,2079,608,2687,2,1,4,1,9,0,618,0
8076,1993,1169,0,1169,2,0,3,1,6,1,402,0
7685,1993,697,804,1501,2,1,3,1,6,1,420,0
9084,1998,955,677,1632,2,1,3,1,8,1,462,0
3701,1987,1204,0,1204,2,0,2,1,5,0,461,0
5306,1987,1064,703,1767,2,0,2,1,5,1,504,0
6563,1985,1742,0,1742,2,0,2,1,5,1,564,0
16023,2005,1414,1384,2798,3,1,3,1,11,1,670,0
18062,2006,1528,1862,3390,3,1,5,1,10,1,758,0
12292,2006,1102,1371,2473,2,1,4,1,11,1,675,0
16056,2005,1992,876,2868,3,1,4,1,11,1,716,0
12438,2006,1264,1312,2576,2,1,4,1,10,1,666,0
16052,2006,1850,848,2698,2,1,4,1,11,1,736,0
15922,2005,1390,1405,2795,3,1,4,1,10,1,660,0
13682,2006,1426,1519,2945,3,1,3,1,10,1,641,0
14762,1948,1547,720,2320,2,0,2,1,7,1,672,0
34650,1955,1056,0,1056,1,0,3,1,5,0,572,0
8147,2005,1714,0,1714,2,0,2,1,7,1,517,0
11302,2005,1826,0,1826,2,0,3,1,7,1,758,0
18261,2005,2000,0,2000,2,1,3,1,8,2,722,0
14145,1984,1621,0,1621,2,0,3,1,8,0,440,0
13837,1988,1377,806,2183,2,1,4,1,9,0,786,0
